Accession,Technology
GPL9471,spotted oligonucleotide
GPL10532,spotted oligonucleotide
GPL11164,in situ oligonucleotide
GPL11166,high-throughput sequencing
GPL11168,high-throughput sequencing
GPL9679,spotted DNA/cDNA
GPL11023,in situ oligonucleotide
GPL10893,spotted DNA/cDNA
GPL11157,in situ oligonucleotide
GPL11160,high-throughput sequencing
GPL10485,spotted DNA/cDNA
GPL11017,oligonucleotide beads
GPL11089,in situ oligonucleotide
GPL11151,in situ oligonucleotide
GPL11153,high-throughput sequencing
GPL11154,high-throughput sequencing
GPL9355,spotted oligonucleotide
GPL9356,spotted oligonucleotide
GPL9693,in situ oligonucleotide
GPL9721,in situ oligonucleotide
GPL10504,spotted DNA/cDNA
GPL10562,in situ oligonucleotide
GPL10896,spotted DNA/cDNA
GPL10897,spotted DNA/cDNA
GPL10898,spotted DNA/cDNA
GPL10962,spotted oligonucleotide
GPL11008,in situ oligonucleotide
GPL10720,spotted oligonucleotide
GPL10073,in situ oligonucleotide
GPL11139,spotted oligonucleotide
GPL11088,spotted DNA/cDNA
GPL11121,RT-PCR
GPL11122,RT-PCR
GPL11140,high-throughput sequencing
GPL9018,in situ oligonucleotide
GPL11063,in situ oligonucleotide
GPL11113,in situ oligonucleotide
GPL11117,spotted DNA/cDNA
GPL11115,high-throughput sequencing
GPL11116,high-throughput sequencing
GPL6128,other
GPL9872,spotted DNA/cDNA
GPL9873,spotted DNA/cDNA
GPL11110,high-throughput sequencing
GPL11112,high-throughput sequencing
GPL11093,in situ oligonucleotide
GPL11094,in situ oligonucleotide
GPL11095,in situ oligonucleotide
GPL11096,in situ oligonucleotide
GPL11097,in situ oligonucleotide
GPL11098,in situ oligonucleotide
GPL9663,in situ oligonucleotide
GPL9743,spotted DNA/cDNA
GPL11074,spotted DNA/cDNA
GPL11099,high-throughput sequencing
GPL11102,high-throughput sequencing
GPL10367,spotted oligonucleotide
GPL11077,in situ oligonucleotide
GPL11087,high-throughput sequencing
GPL11067,spotted oligonucleotide
GPL11072,in situ oligonucleotide
GPL11076,high-throughput sequencing
GPL11036,spotted DNA/cDNA
GPL11064,spotted oligonucleotide
GPL11066,spotted oligonucleotide
GPL11068,in situ oligonucleotide
GPL11069,in situ oligonucleotide
GPL10026,in situ oligonucleotide
GPL10931,in situ oligonucleotide
GPL9838,spotted oligonucleotide
GPL10907,spotted oligonucleotide
GPL11048,spotted oligonucleotide
GPL11059,in situ oligonucleotide
GPL10812,in situ oligonucleotide
GPL10846,in situ oligonucleotide
GPL10869,spotted oligonucleotide
GPL11040,in situ oligonucleotide
GPL11051,spotted oligonucleotide
GPL11053,in situ oligonucleotide
GPL11055,spotted DNA/cDNA
GPL11057,high-throughput sequencing
GPL11058,high-throughput sequencing
GPL11042,spotted DNA/cDNA
GPL9476,spotted oligonucleotide
GPL11034,in situ oligonucleotide
GPL11035,in situ oligonucleotide
GPL11041,in situ oligonucleotide
GPL10915,in situ oligonucleotide
GPL10921,in situ oligonucleotide
GPL10731,spotted DNA/cDNA
GPL11033,oligonucleotide beads
GPL9420,in situ oligonucleotide
GPL10979,spotted oligonucleotide
GPL11029,high-throughput sequencing
GPL10111,in situ oligonucleotide
GPL11022,high-throughput sequencing
GPL9860,spotted oligonucleotide
GPL10973,in situ oligonucleotide
GPL10993,spotted oligonucleotide
GPL10994,in situ oligonucleotide
GPL11004,in situ oligonucleotide
GPL7870,spotted oligonucleotide
GPL9753,spotted DNA/cDNA
GPL9754,spotted DNA/cDNA
GPL10841,spotted oligonucleotide
GPL11014,high-throughput sequencing
GPL9862,spotted oligonucleotide
GPL10882,in situ oligonucleotide
GPL11005,in situ oligonucleotide
GPL11009,oligonucleotide beads
GPL9443,in situ oligonucleotide
GPL9448,in situ oligonucleotide
GPL9692,spotted DNA/cDNA
GPL10343,in situ oligonucleotide
GPL10528,in situ oligonucleotide
GPL10545,in situ oligonucleotide
GPL10948,in situ oligonucleotide
GPL10974,RT-PCR
GPL11003,in situ oligonucleotide
GPL10235,in situ oligonucleotide
GPL10236,spotted oligonucleotide
GPL10237,spotted oligonucleotide
GPL10959,in situ oligonucleotide
GPL10960,in situ oligonucleotide
GPL10961,in situ oligonucleotide
GPL10987,in situ oligonucleotide
GPL11000,high-throughput sequencing
GPL11002,high-throughput sequencing
GPL10989,in situ oligonucleotide
GPL10995,high-throughput sequencing
GPL10996,high-throughput sequencing
GPL10998,high-throughput sequencing
GPL10999,high-throughput sequencing
GPL10982,spotted oligonucleotide
GPL10984,spotted oligonucleotide
GPL10985,spotted oligonucleotide
GPL8429,spotted oligonucleotide
GPL10981,high-throughput sequencing
GPL10983,in situ oligonucleotide
GPL10949,in situ oligonucleotide
GPL10970,in situ oligonucleotide
GPL10977,in situ oligonucleotide
GPL10978,in situ oligonucleotide
GPL10980,high-throughput sequencing
GPL10526,in situ oligonucleotide
GPL10944,in situ oligonucleotide
GPL10963,RT-PCR
GPL10950,spotted oligonucleotide
GPL10540,in situ oligonucleotide
GPL10689,in situ oligonucleotide
GPL10947,in situ oligonucleotide
GPL10951,oligonucleotide beads
GPL9669,spotted DNA/cDNA
GPL9824,in situ oligonucleotide
GPL10895,in situ oligonucleotide
GPL10945,high-throughput sequencing
GPL10946,high-throughput sequencing
GPL10939,in situ oligonucleotide
GPL10942,high-throughput sequencing
GPL10941,in situ oligonucleotide
GPL8308,in situ oligonucleotide
GPL9107,spotted oligonucleotide
GPL10910,in situ oligonucleotide
GPL10916,in situ oligonucleotide
GPL10917,in situ oligonucleotide
GPL10918,in situ oligonucleotide
GPL10919,in situ oligonucleotide
GPL10920,in situ oligonucleotide
GPL10930,in situ oligonucleotide
GPL10934,high-throughput sequencing
GPL9696,in situ oligonucleotide
GPL10361,in situ oligonucleotide
GPL10688,spotted oligonucleotide
GPL10911,in situ oligonucleotide
GPL10906,in situ oligonucleotide
GPL9241,in situ oligonucleotide
GPL9279,in situ oligonucleotide
GPL10809,spotted oligonucleotide
GPL7276,in situ oligonucleotide
GPL9173,spotted oligonucleotide
GPL9182,in situ oligonucleotide
GPL10040,spotted oligonucleotide
GPL10517,in situ oligonucleotide
GPL10881,in situ oligonucleotide
GPL10892,spotted DNA/cDNA
GPL10904,oligonucleotide beads
GPL9191,other
GPL9307,in situ oligonucleotide
GPL10733,in situ oligonucleotide
GPL10891,spotted DNA/cDNA
GPL10563,spotted oligonucleotide
GPL9170,in situ oligonucleotide
GPL10884,spotted oligonucleotide
GPL7446,spotted DNA/cDNA
GPL10797,in situ oligonucleotide
GPL10885,spotted oligonucleotide
GPL10886,spotted oligonucleotide
GPL10883,spotted DNA/cDNA
GPL10872,spotted oligonucleotide
GPL10867,in situ oligonucleotide
GPL10875,in situ oligonucleotide
GPL10877,in situ oligonucleotide
GPL10659,in situ oligonucleotide
GPL10837,spotted oligonucleotide
GPL10871,spotted oligonucleotide
GPL10873,in situ oligonucleotide
GPL10876,high-throughput sequencing
GPL10878,in situ oligonucleotide
GPL10359,in situ oligonucleotide
GPL7535,spotted oligonucleotide
GPL9995,spotted DNA/cDNA
GPL10226,in situ oligonucleotide
GPL10352,spotted oligonucleotide
GPL10652,in situ oligonucleotide
GPL10686,in situ oligonucleotide
GPL10691,in situ oligonucleotide
GPL10779,in situ oligonucleotide
GPL10780,in situ oligonucleotide
GPL10855,in situ oligonucleotide
GPL8540,oligonucleotide beads
GPL9148,in situ oligonucleotide
GPL9150,in situ oligonucleotide
GPL10380,in situ oligonucleotide
GPL7391,spotted oligonucleotide
GPL10866,high-throughput sequencing
GPL7541,spotted oligonucleotide
GPL10817,spotted oligonucleotide
GPL10858,in situ oligonucleotide
GPL10861,in situ oligonucleotide
GPL9074,in situ oligonucleotide
GPL10276,in situ oligonucleotide
GPL10849,in situ oligonucleotide
GPL10857,spotted oligonucleotide
GPL10859,in situ oligonucleotide
GPL10862,high-throughput sequencing
GPL8064,in situ oligonucleotide
GPL8065,in situ oligonucleotide
GPL9964,spotted oligonucleotide
GPL9084,in situ oligonucleotide
GPL10811,spotted oligonucleotide
GPL10813,spotted oligonucleotide
GPL10850,in situ oligonucleotide
GPL10087,spotted oligonucleotide
GPL10799,in situ oligonucleotide
GPL10819,spotted oligonucleotide
GPL10820,spotted oligonucleotide
GPL10821,spotted oligonucleotide
GPL10822,spotted oligonucleotide
GPL10823,spotted oligonucleotide
GPL10824,spotted oligonucleotide
GPL10825,spotted oligonucleotide
GPL10826,spotted oligonucleotide
GPL10827,spotted oligonucleotide
GPL10828,spotted oligonucleotide
GPL10829,spotted oligonucleotide
GPL10830,spotted oligonucleotide
GPL10831,spotted oligonucleotide
GPL10832,spotted oligonucleotide
GPL10833,spotted oligonucleotide
GPL10834,spotted oligonucleotide
GPL10806,in situ oligonucleotide
GPL8725,spotted DNA/cDNA
GPL10842,spotted peptide or protein
GPL9064,spotted DNA/cDNA
GPL9065,spotted DNA/cDNA
GPL9066,spotted DNA/cDNA
GPL9067,spotted DNA/cDNA
GPL9068,spotted DNA/cDNA
GPL9069,spotted DNA/cDNA
GPL9070,spotted DNA/cDNA
GPL9071,spotted DNA/cDNA
GPL9072,spotted DNA/cDNA
GPL9073,spotted DNA/cDNA
GPL9113,in situ oligonucleotide
GPL10023,in situ oligonucleotide
GPL10046,in situ oligonucleotide
GPL10331,RT-PCR
GPL10839,high-throughput sequencing
GPL10818,spotted DNA/cDNA
GPL9044,in situ oligonucleotide
GPL9083,in situ oligonucleotide
GPL10253,RT-PCR
GPL10800,spotted DNA/cDNA
GPL10801,spotted DNA/cDNA
GPL10802,spotted oligonucleotide
GPL10803,spotted oligonucleotide
GPL10804,spotted oligonucleotide
GPL10805,in situ oligonucleotide
GPL8150,spotted DNA/cDNA
GPL9099,in situ oligonucleotide
GPL9923,in situ oligonucleotide
GPL10747,in situ oligonucleotide
GPL10377,in situ oligonucleotide
GPL10446,in situ oligonucleotide
GPL9490,in situ oligonucleotide
GPL10565,in situ oligonucleotide
GPL10798,in situ oligonucleotide
GPL7331,spotted oligonucleotide
GPL10229,spotted oligonucleotide
GPL10124,spotted oligonucleotide
GPL10775,spotted oligonucleotide
GPL10795,high-throughput sequencing
GPL9528,spotted oligonucleotide
GPL10770,spotted DNA/cDNA
GPL10772,spotted DNA/cDNA
GPL10776,high-throughput sequencing
GPL10777,high-throughput sequencing
GPL10782,high-throughput sequencing
GPL10783,high-throughput sequencing
GPL10784,high-throughput sequencing
GPL10765,in situ oligonucleotide
GPL10648,in situ oligonucleotide
GPL10751,in situ oligonucleotide
GPL7163,spotted oligonucleotide
GPL8990,in situ oligonucleotide
GPL10761,spotted oligonucleotide
GPL10766,high-throughput sequencing
GPL8991,spotted oligonucleotide
GPL9053,in situ oligonucleotide
GPL10323,in situ oligonucleotide
GPL10560,in situ oligonucleotide
GPL10762,spotted DNA/cDNA
GPL10763,spotted oligonucleotide
GPL9002,spotted oligonucleotide
GPL10749,in situ oligonucleotide
GPL10757,in situ oligonucleotide
GPL10743,spotted DNA/cDNA
GPL10756,in situ oligonucleotide
GPL9004,spotted oligonucleotide
GPL9027,spotted oligonucleotide
GPL9689,spotted oligonucleotide
GPL10042,in situ oligonucleotide
GPL10330,oligonucleotide beads
GPL10566,spotted oligonucleotide
GPL10581,in situ oligonucleotide
GPL10391,in situ oligonucleotide
GPL10725,in situ oligonucleotide
GPL8733,in situ oligonucleotide
GPL10259,in situ oligonucleotide
GPL10260,in situ oligonucleotide
GPL10277,spotted DNA/cDNA
GPL10732,in situ oligonucleotide
GPL9832,in situ oligonucleotide
GPL9833,in situ oligonucleotide
GPL9899,in situ oligonucleotide
GPL9710,spotted oligonucleotide
GPL9295,in situ oligonucleotide
GPL9296,in situ oligonucleotide
GPL10364,spotted oligonucleotide
GPL10639,in situ oligonucleotide
GPL10722,in situ oligonucleotide
GPL10735,high-throughput sequencing
GPL10736,high-throughput sequencing
GPL10737,high-throughput sequencing
GPL10739,in situ oligonucleotide
GPL10740,in situ oligonucleotide
GPL10741,in situ oligonucleotide
GPL10717,spotted oligonucleotide
GPL10728,in situ oligonucleotide
GPL10729,in situ oligonucleotide
GPL10399,oligonucleotide beads
GPL10687,in situ oligonucleotide
GPL10020,spotted DNA/cDNA
GPL10650,spotted oligonucleotide
GPL10703,in situ oligonucleotide
GPL10713,in situ oligonucleotide
GPL10724,spotted oligonucleotide
GPL10643,spotted DNA/cDNA
GPL5432,in situ oligonucleotide
GPL5433,in situ oligonucleotide
GPL5434,in situ oligonucleotide
GPL5446,in situ oligonucleotide
GPL8310,in situ oligonucleotide
GPL10350,in situ oligonucleotide
GPL10427,spotted oligonucleotide
GPL10707,spotted DNA/cDNA
GPL10711,spotted DNA/cDNA
GPL10714,in situ oligonucleotide
GPL10715,spotted DNA/cDNA
GPL8984,in situ oligonucleotide
GPL10569,in situ oligonucleotide
GPL10678,in situ oligonucleotide
GPL10679,in situ oligonucleotide
GPL10702,spotted oligonucleotide
GPL10705,in situ oligonucleotide
GPL10706,in situ oligonucleotide
GPL10710,spotted oligonucleotide
GPL10699,in situ oligonucleotide
GPL10701,in situ oligonucleotide
GPL9218,spotted oligonucleotide
GPL10224,spotted DNA/cDNA
GPL10680,in situ oligonucleotide
GPL10683,in situ oligonucleotide
GPL9687,spotted oligonucleotide
GPL8877,spotted DNA/cDNA
GPL10682,spotted oligonucleotide
GPL8881,in situ oligonucleotide
GPL10169,spotted DNA/cDNA
GPL10355,in situ oligonucleotide
GPL10681,spotted oligonucleotide
GPL10685,in situ oligonucleotide
GPL10692,high-throughput sequencing
GPL9727,in situ oligonucleotide
GPL9729,in situ oligonucleotide
GPL10671,in situ oligonucleotide
GPL10076,in situ oligonucleotide
GPL10654,in situ oligonucleotide
GPL10672,spotted oligonucleotide
GPL9688,spotted oligonucleotide
GPL10669,high-throughput sequencing
GPL10675,high-throughput sequencing
GPL10105,spotted DNA/cDNA
GPL10106,spotted DNA/cDNA
GPL10107,spotted DNA/cDNA
GPL10108,spotted DNA/cDNA
GPL10646,spotted oligonucleotide
GPL10668,spotted DNA/cDNA
GPL8835,spotted oligonucleotide
GPL10125,in situ oligonucleotide
GPL10265,spotted DNA/cDNA
GPL10266,spotted DNA/cDNA
GPL10531,spotted oligonucleotide
GPL10649,in situ oligonucleotide
GPL10656,in situ oligonucleotide
GPL10658,high-throughput sequencing
GPL10354,spotted oligonucleotide
GPL10634,in situ oligonucleotide
GPL10636,in situ oligonucleotide
GPL10637,in situ oligonucleotide
GPL9924,in situ oligonucleotide
GPL10494,in situ oligonucleotide
GPL10495,in situ oligonucleotide
GPL10496,in situ oligonucleotide
GPL10497,in situ oligonucleotide
GPL10498,in situ oligonucleotide
GPL10499,in situ oligonucleotide
GPL10500,in situ oligonucleotide
GPL10501,in situ oligonucleotide
GPL10502,in situ oligonucleotide
GPL10503,in situ oligonucleotide
GPL10505,in situ oligonucleotide
GPL10644,high-throughput sequencing
GPL10645,high-throughput sequencing
GPL10542,in situ oligonucleotide
GPL9975,in situ oligonucleotide
GPL9976,in situ oligonucleotide
GPL9977,in situ oligonucleotide
GPL10382,spotted oligonucleotide
GPL10640,spotted oligonucleotide
GPL10582,in situ oligonucleotide
GPL10117,spotted DNA/cDNA
GPL10148,in situ oligonucleotide
GPL10424,in situ oligonucleotide
GPL10463,in situ oligonucleotide
GPL10471,spotted DNA/cDNA
GPL10584,spotted oligonucleotide
GPL10586,spotted oligonucleotide
GPL10587,spotted oligonucleotide
GPL10589,spotted oligonucleotide
GPL10590,spotted oligonucleotide
GPL10591,spotted oligonucleotide
GPL10592,spotted oligonucleotide
GPL10593,spotted oligonucleotide
GPL10594,spotted oligonucleotide
GPL10595,spotted oligonucleotide
GPL10596,spotted oligonucleotide
GPL10597,spotted oligonucleotide
GPL10602,spotted oligonucleotide
GPL10603,spotted oligonucleotide
GPL10604,spotted oligonucleotide
GPL10605,spotted oligonucleotide
GPL10606,spotted oligonucleotide
GPL10607,spotted oligonucleotide
GPL10608,spotted oligonucleotide
GPL10609,spotted oligonucleotide
GPL10610,spotted oligonucleotide
GPL10611,spotted oligonucleotide
GPL10612,spotted oligonucleotide
GPL10613,spotted oligonucleotide
GPL10614,spotted oligonucleotide
GPL10617,spotted oligonucleotide
GPL10618,spotted oligonucleotide
GPL10619,spotted oligonucleotide
GPL10620,spotted oligonucleotide
GPL10621,spotted oligonucleotide
GPL10622,spotted oligonucleotide
GPL10623,spotted oligonucleotide
GPL10624,spotted oligonucleotide
GPL10625,spotted oligonucleotide
GPL10626,spotted oligonucleotide
GPL10627,spotted oligonucleotide
GPL10628,spotted oligonucleotide
GPL10629,spotted oligonucleotide
GPL10630,in situ oligonucleotide
GPL10631,spotted oligonucleotide
GPL10632,spotted oligonucleotide
GPL10633,spotted oligonucleotide
GPL8484,in situ oligonucleotide
GPL8715,in situ oligonucleotide
GPL8944,spotted DNA/cDNA
GPL8945,spotted oligonucleotide
GPL9829,in situ oligonucleotide
GPL10115,in situ oligonucleotide
GPL10116,in situ oligonucleotide
GPL10248,in situ oligonucleotide
GPL10283,in situ oligonucleotide
GPL10452,spotted oligonucleotide
GPL10572,spotted oligonucleotide
GPL10638,high-throughput sequencing
GPL10182,spotted oligonucleotide
GPL10356,in situ oligonucleotide
GPL9111,in situ oligonucleotide
GPL9112,in situ oligonucleotide
GPL10600,spotted DNA/cDNA
GPL10601,spotted DNA/cDNA
GPL10615,spotted oligonucleotide
GPL8774,spotted DNA/cDNA
GPL9992,in situ oligonucleotide
GPL10599,high-throughput sequencing
GPL8491,spotted DNA/cDNA
GPL9102,in situ oligonucleotide
GPL10264,in situ oligonucleotide
GPL10522,RT-PCR
GPL10575,spotted oligonucleotide
GPL10561,spotted oligonucleotide
GPL10573,spotted oligonucleotide
GPL8797,in situ oligonucleotide
GPL10200,in situ oligonucleotide
GPL10442,in situ oligonucleotide
GPL10555,spotted oligonucleotide
GPL10576,in situ oligonucleotide
GPL10577,high-throughput sequencing
GPL8949,spotted oligonucleotide
GPL10570,in situ oligonucleotide
GPL10571,in situ oligonucleotide
GPL10447,in situ oligonucleotide
GPL10102,spotted oligonucleotide
GPL8687,in situ oligonucleotide
GPL10523,spotted oligonucleotide
GPL10550,spotted oligonucleotide
GPL10551,spotted oligonucleotide
GPL10558,oligonucleotide beads
GPL10547,high-throughput sequencing
GPL10548,high-throughput sequencing
GPL10286,spotted oligonucleotide
GPL10419,in situ oligonucleotide
GPL10535,spotted oligonucleotide
GPL10483,spotted oligonucleotide
GPL10488,in situ oligonucleotide
GPL10525,spotted DNA/cDNA
GPL10527,spotted DNA/cDNA
GPL9799,in situ oligonucleotide
GPL10530,high-throughput sequencing
GPL10457,RT-PCR
GPL10487,in situ oligonucleotide
GPL10490,in situ oligonucleotide
GPL10491,in situ oligonucleotide
GPL10492,in situ oligonucleotide
GPL10493,in situ oligonucleotide
GPL10513,spotted DNA/cDNA
GPL10514,spotted DNA/cDNA
GPL9834,spotted DNA/cDNA
GPL9835,spotted DNA/cDNA
GPL9836,spotted DNA/cDNA
GPL10506,high-throughput sequencing
GPL10507,high-throughput sequencing
GPL10508,high-throughput sequencing
GPL10509,high-throughput sequencing
GPL10510,high-throughput sequencing
GPL10511,high-throughput sequencing
GPL10512,high-throughput sequencing
GPL10515,high-throughput sequencing
GPL10516,high-throughput sequencing
GPL10518,high-throughput sequencing
GPL9078,spotted oligonucleotide
GPL9942,in situ oligonucleotide
GPL9666,in situ oligonucleotide
GPL8705,spotted oligonucleotide
GPL8650,spotted DNA/cDNA
GPL8651,spotted DNA/cDNA
GPL8652,spotted DNA/cDNA
